0.6567	2.4781	0	0	0
0.5184	2.1866	0	0	0
1.1406	3.6443	0	0	0
1.0714	1.6035	0	0	0
0.8641	4.8105	0	0	0
1.8318	4.8105	0	0	0
1.7627	2.4781	0	0	0
1.3479	4.519	0	0	0
2.5922	6.5598	0	0	0
3.0069	3.9359	0	0	0
2.1083	4.2274	0	0	0
2.1083	3.3528	0	0	0
2.1774	7.1429	0	0	0
1.97	7.7259	0	0	0
1.7627	7.7259	0	0	0
2.7995	8.6006	0	0	0
3.1452	9.4752	0	0	0
2.5922	11.516	0	0	0
1.97	10.6414	0	0	0
1.8318	9.1837	0	0	0
2.523	6.5598	0	0	0
3.2834	6.2682	0	0	0
2.8687	6.2682	0	0	0
3.0069	7.7259	0	0	0
2.6613	5.102	0	0	0
2.6613	3.9359	0	0	0
3.3525	4.8105	0	0	0
3.4217	8.8921	0	0	0
3.3525	9.7668	0	0	0
2.1774	10.3499	0	0	0
1.7627	6.2682	0	0	0
3.0069	8.309	0	0	0
3.1452	8.6006	0	0	0
3.629	10.6414	0	0	0
3.9055	12.0991	0	0	0
3.2834	13.8484	0	0	0
4.1129	13.8484	0	0	0
4.5968	13.5569	0	0	0
4.3203	10.3499	0	0	0
3.9055	10.9329	0	0	0
3.5599	13.2653	0	0	0
3.5599	14.723	0	0	0
3.7673	15.8892	0	0	0
3.7673	17.0554	0	0	0
3.2834	17.3469	0	0	0
3.2143	15.3061	0	0	0
3.2143	13.5569	0	0	0
4.3203	10.3499	0	0	0
5.288	9.1837	0	0	0
5.4263	8.6006	0	0	0
4.0438	8.309	0	0	0
3.9055	8.6006	0	0	0
3.5599	10.6414	0	0	0
3.8364	13.5569	0	0	0
5.0115	15.8892	0	0	0
5.4954	16.4723	0	0	0
5.7719	16.7638	0	0	0
4.8041	14.723	0	0	0
5.0115	13.8484	0	0	0
5.5645	13.8484	0	0	0
5.7719	13.8484	0	0	0
4.8041	17.3469	0	0	0
4.3894	18.2216	0	0	0
5.1498	18.2216	0	0	0
5.4954	17.0554	0	0	0
5.7028	15.5977	0	0	0
4.6659	12.9738	0	0	0
16.1406	16.4723	0	0	1
5.1498	15.5977	0	0	0
4.182	13.2653	0	0	0
4.0438	12.9738	0	0	0
4.182	12.9738	0	0	0
3.7673	20.5539	0	0	0
5.0115	24.0525	0	0	0
6.8779	29.0087	0	0	0
5.2189	30.1749	0	0	0
5.0115	22.8863	0	0	0
5.841	15.3061	0	0	0
8.3295	12.0991	0	0	0
8.9516	19.0962	0	0	0
7.1544	15.0146	0	0	0
6.6014	11.2245	0	0	0
5.0806	8.6006	0	0	0
4.3203	9.7668	0	0	0
5.288	7.7259	0	0	0
6.947	7.4344	0	0	0
4.3894	6.5598	0	0	0
4.3203	5.3936	0	0	0
6.394	9.1837	0	0	0
7.9839	9.7668	0	0	0
7.6382	5.6851	0	0	0
6.7396	13.5569	0	0	0
7.5	17.93	0	0	0
7.6382	18.5131	0	0	0
4.8041	23.4694	0	0	0
4.3894	23.4694	0	0	0
4.182	22.3032	0	0	0
3.9055	20.2624	0	0	0
3.9747	24.344	0	0	0
